raiz	ruta_relativa	nombre	bytes	mtime	sha256	en_manifiesto	id_manifiesto
data_raw	BD_ENCUCI2020_dbf.zip	BD_ENCUCI2020_dbf.zip	6913684	2026-07-30T11:27:02.931616	0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283	sí	encuci2020_bd_dbf
data_raw	Censo2020_CAAS_descriptor_bd.xlsx	Censo2020_CAAS_descriptor_bd.xlsx	77167	2026-08-03T13:38:34.722837	ca169ac742c3cb683025e5e7933eaf8e11803a157981a8efbe6f09d38fb01dcd	sí	cpv2020_caas_descriptor_bd_xlsx
data_raw	Censo2020_CAAS_eum_csv.zip	Censo2020_CAAS_eum_csv.zip	1076224	2026-08-03T13:35:56.558841	10b56a3b724c14c000464f3a632a9eb845dd5fa0ffc800d16644840d74b7c125	sí	cpv2020_caas_eum_csv
data_raw	Censo2020_CEU_descriptor_bd.xlsx	Censo2020_CEU_descriptor_bd.xlsx	52106	2026-08-03T13:35:55.750841	b497acecd542c50379fcb505b84e4bf016caae99fb440bbd8655384372e5a87e	sí	cpv2020_ceu_descriptor_bd_xlsx
data_raw	Censo2020_CEU_eum_csv.zip	Censo2020_CEU_eum_csv.zip	135163712	2026-08-03T13:38:34.274837	49f2dd9563d9dda71f884b57655ecd1b34607c51acca72f8647403810a84d2cd	sí	cpv2020_ceu_eum_csv
data_raw	Censo2020_cuest_ampliado.pdf	Censo2020_cuest_ampliado.pdf	986778	2026-07-31T15:53:52.456539	4a88b9b7a3e8c7dfae2804008ddb5082522a8f9e2bd63880fc34fdde1b972272	sí	cpv2020_cuestionario_ampliado_pdf
data_raw	DescargaMasivaOD_382026_131650.xml	DescargaMasivaOD_382026_131650.xml	69763	2026-08-03T13:37:36.762839	97bdf1888b9c441860cc4bc49f445026fc35335695840c85fedab22f5d3fa46c	sí	descargamasiva_382026_131650_xml
data_raw	DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	1010608	2026-08-05T18:13:26.775243	ebd66f3dd4975252bf18f28e8495cb9be2a2f66c8ca538dcaef339dbbcbbcb8d	no	
data_raw	FD_ENCUCI2020.pdf	FD_ENCUCI2020.pdf	1758249	2026-07-30T11:27:02.947617	6cd6f7475a0b5db27a84cf0e047db5b7ed98f73c3480a9e64ea084bc7d475638	sí	encuci2020_fd_pdf
data_raw	ITER_NAL_2020_csv.zip	ITER_NAL_2020_csv.zip	36604573	2026-08-03T13:35:55.258841	ff39bb1d1b6e6adcc6204622535d213d4cd04902bc6ab6e8345f244a6d5f85d6	sí	cpv2020_iter_nal_csv
data_raw	base_datos_enadid23_csv.zip	base_datos_enadid23_csv.zip	44922433	2026-08-03T13:36:25.382840	995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18	sí	enadid2023_base_datos_csv
data_raw	bases_enif2012_dbf.zip	bases_enif2012_dbf.zip	527249	2026-08-05T18:23:08.815226	7bafcf6fdd3747bf330099dd752f2010441e0cd18fe942c35b15249d98092e55	sí	enif_2012_bases_enif2012_dbf
data_raw	bases_enif2012_sav.zip	bases_enif2012_sav.zip	1352284	2026-08-05T18:23:09.819226	9f1d6eb7301bc74b7e7094d4b4c59e23294c016dca52a734544cf68160a05750	sí	enif_2012_bases_enif2012_sav
data_raw	c_amp_v5.pdf	c_amp_v5.pdf	1074087	2026-07-30T22:02:50.904492	4de904621507815e5b7c5af6262fe3202f5df4a0f3c4985d738d9f971dd70491	sí	enoe_cuestionario_ampliado_v5_pdf
data_raw	c_amp_v6a.pdf	c_amp_v6a.pdf	610436	2026-07-30T20:13:54.637814	5e0cc786566fa6c891c53bb14f7e110ce205ff7da43c25a5f781d6b38218046c	sí	enoe_cuestionario_ampliado_v6a_pdf
data_raw	c_bas_v5.pdf	c_bas_v5.pdf	1057071	2026-07-30T22:02:50.900492	1ab575a4d098991cca2e5a5355b32eb1f91a24d7625ec1778164693532287a3f	sí	enoe_cuestionario_basico_v5_pdf
data_raw	c_bas_v7.pdf	c_bas_v7.pdf	591203	2026-07-30T20:13:56.953814	7ee25f114a493cd4136bb086f7fa3a2f6db1fe7300dc5839ec2a7de9c3efa698	sí	enoe_cuestionario_basico_v7_pdf
data_raw	c_sdem_v4.pdf	c_sdem_v4.pdf	916902	2026-07-30T22:02:50.900492	0c918e799a8ed1d3764b1e0a390a868138228cbec82b5aa723f4b3a2e2f2d00f	sí	enoe_cuestionario_sociodemografico_v4_pdf
data_raw	c_sdem_v5a.pdf	c_sdem_v5a.pdf	698586	2026-07-30T20:13:58.253814	e306c67a6551c08c3c4d65586a09cee1356e7017699c54deed6fdfe9c73708cf	sí	enoe_cuestionario_sociodemografico_v5a_pdf
data_raw	con_basedatos_proy2010.pdf	con_basedatos_proy2010.pdf	2517892	2026-07-30T20:10:29.337843	6e70a3a910d3c6b2885ef4c72a9dbab0a50b974d403f10ef34eac437372877f5	sí	enoe_con_basedatos_proy2010_pdf
data_raw	conjunto_de_datos_enoe_2019_1t_csv.zip	conjunto_de_datos_enoe_2019_1t_csv.zip	44252554	2026-07-30T19:30:29.142145	fffc14c0b6e7f1e3ea33ce587dad4716820313fc6de9c5c34542c6495175ed4b	sí	enoe_2019_1t_csv
data_raw	conjunto_de_datos_enoe_2019_2t_csv.zip	conjunto_de_datos_enoe_2019_2t_csv.zip	44295173	2026-07-30T19:30:58.802142	939eea79c9b1f6777af991af0f1966e63ce642976abb0cd5886eb396f3ad903e	sí	enoe_2019_2t_csv
data_raw	conjunto_de_datos_enoe_2019_3t_csv.zip	conjunto_de_datos_enoe_2019_3t_csv.zip	44134773	2026-07-30T19:31:40.450136	3dee3611fa30f76e557afd819a60c6e0bc5bc156006053ebb0a688451b9037cc	sí	enoe_2019_3t_csv
data_raw	conjunto_de_datos_enoe_2019_4t_csv.zip	conjunto_de_datos_enoe_2019_4t_csv.zip	39117268	2026-07-30T19:32:17.874130	5cdbc8ac79f8366f59f7062ec83bf72cc5140c00b53f4d4cc8f5afe2e07c5efe	sí	enoe_2019_4t_csv
data_raw	conjunto_de_datos_enoe_2020_1t_csv.zip	conjunto_de_datos_enoe_2020_1t_csv.zip	43904494	2026-07-30T19:32:48.898127	df69c6653909cdd98c501b176dc9b2eb7cc2e0498e238f289a41b6803f7f457f	sí	enoe_2020_1t_csv
data_raw	conjunto_de_datos_enoe_2023_1t_csv.zip	conjunto_de_datos_enoe_2023_1t_csv.zip	41532376	2026-07-30T19:38:34.910080	138e737d3644512d21c4704be32ab31fcd6c5f64c0a0fb30a96df12c9c305773	sí	enoe_2023_1t_csv
data_raw	conjunto_de_datos_enoe_2023_2t_csv.zip	conjunto_de_datos_enoe_2023_2t_csv.zip	42728491	2026-07-30T19:39:20.266074	b5efd0e94be25a9aaad852e652e4653bd2eaafef4df92e3fd206d5f3e0046b10	sí	enoe_2023_2t_csv
data_raw	conjunto_de_datos_enoe_2023_3t_csv.zip	conjunto_de_datos_enoe_2023_3t_csv.zip	44005595	2026-07-30T20:03:16.549897	e40824bfcb0b6a99b23dd33171e472406258dfdcfc2bbd0f614e7f2e66a165a6	sí	enoe_2023_3t_csv
data_raw	conjunto_de_datos_enoe_2023_4t_csv.zip	conjunto_de_datos_enoe_2023_4t_csv.zip	43788274	2026-07-30T19:40:41.150066	add63ea0f5ae2649bfc726b7bc0040304674bab11e31ef6e3c26af6274d0bfa5	sí	enoe_2023_4t_csv
data_raw	conjunto_de_datos_enoe_2024_1t_csv.zip	conjunto_de_datos_enoe_2024_1t_csv.zip	55944351	2026-07-30T19:41:29.226061	0beed808bf4f1457d6ec13600a8bdd3ca8db7e7276ab14675a44e74e6a33592c	sí	enoe_2024_1t_csv
data_raw	conjunto_de_datos_enoe_2024_2t_csv.zip	conjunto_de_datos_enoe_2024_2t_csv.zip	41777459	2026-07-30T19:41:58.058057	19a0a9f0e30bd699c2b538f1af52654c0aef09b640e0e3b1081a9369ad363647	sí	enoe_2024_2t_csv
data_raw	conjunto_de_datos_enoe_2024_3t_csv.zip	conjunto_de_datos_enoe_2024_3t_csv.zip	53958272	2026-07-30T19:42:46.974051	f384a1b8872e051856ed2241289400302b13a8701489b1c596390452c183cd01	sí	enoe_2024_3t_csv
data_raw	conjunto_de_datos_enoe_2024_4t_csv.zip	conjunto_de_datos_enoe_2024_4t_csv.zip	54101479	2026-07-30T19:43:31.510047	bb6d958c9bca11672d367d2c051cd08bf1654c471c2f32c8e21992c126a3b426	sí	enoe_2024_4t_csv
data_raw	conjunto_de_datos_enoe_2025_1t_csv.zip	conjunto_de_datos_enoe_2025_1t_csv.zip	61038674	2026-07-30T19:44:26.734042	3931e7c9242147da6ebf9badb1e2b9a59d43d95a9811e077232be406c4ce6691	sí	enoe_2025_1t_csv
data_raw	conjunto_de_datos_enoe_2025_2t_csv.zip	conjunto_de_datos_enoe_2025_2t_csv.zip	53803168	2026-07-30T19:45:07.038037	9530a017e3defb0658418b73a47a6039eeb54abf11342fa10693374736515127	sí	enoe_2025_2t_csv
data_raw	conjunto_de_datos_enoe_2025_3t_csv.zip	conjunto_de_datos_enoe_2025_3t_csv.zip	46026887	2026-07-30T19:45:41.794033	7138b2bfabc740a9805b83b3fd0dae28287fc2aab3781a596a741b8fc7861566	sí	enoe_2025_3t_csv
data_raw	conjunto_de_datos_enoe_2025_4t_csv.zip	conjunto_de_datos_enoe_2025_4t_csv.zip	54060030	2026-07-30T19:46:39.322025	e4d4284cc9924a40c39544a5530715f320a5627cd81997214c0430827616d9d6	sí	enoe_2025_4t_csv
data_raw	conjunto_de_datos_enoe_2026_1t_csv.zip	conjunto_de_datos_enoe_2026_1t_csv.zip	42978855	2026-07-30T19:47:18.090017	429c288af46e408de743e5dfb92750f668df7e42789be5824f7cdf1c5ff56580	sí	enoe_2026_1t_csv
data_raw	conjunto_de_datos_enoen_2020_3t_csv.zip	conjunto_de_datos_enoen_2020_3t_csv.zip	34070549	2026-07-30T19:33:13.810119	e07984bfc96bd75a1eeed09c122a636ea7a1d7300b44d88577116a781a49068a	sí	enoen_2020_3t_csv
data_raw	conjunto_de_datos_enoen_2020_4t_csv.zip	conjunto_de_datos_enoen_2020_4t_csv.zip	42038767	2026-07-30T19:33:47.538117	c80d258fcd8a0975be4dcb49b0c4162ba46c1caa9a1f2af158b08a9195c62962	sí	enoen_2020_4t_csv
data_raw	conjunto_de_datos_enoen_2021_1t_csv.zip	conjunto_de_datos_enoen_2021_1t_csv.zip	45815136	2026-07-30T19:34:12.822117	b92ab5c27ccaf4cc15dd76f715f1022c44af0b844d2fb4ebf3d1ec5bb1a16461	sí	enoen_2021_1t_csv
data_raw	conjunto_de_datos_enoen_2021_2t_csv.zip	conjunto_de_datos_enoen_2021_2t_csv.zip	33876717	2026-07-30T19:34:31.438114	b047edf42e703cce20106ad53f27edc97c2b6bda6e3928d9ed905f41072e208c	sí	enoen_2021_2t_csv
data_raw	conjunto_de_datos_enoen_2021_3t_csv.zip	conjunto_de_datos_enoen_2021_3t_csv.zip	51070919	2026-07-30T19:35:23.590108	909a2d027a9688710c41710903d0835def5fe01a122dde7f5adb36a50320dc84	sí	enoen_2021_3t_csv
data_raw	conjunto_de_datos_enoen_2021_4t_csv.zip	conjunto_de_datos_enoen_2021_4t_csv.zip	43112416	2026-07-30T19:35:56.390104	74c6173ee16c14b5d23e0546041642e4eb766417921d844f84b26977a4e5859e	sí	enoen_2021_4t_csv
data_raw	conjunto_de_datos_enoen_2022_1t_csv.zip	conjunto_de_datos_enoen_2022_1t_csv.zip	44630600	2026-07-30T19:36:34.762098	7b91b51494239d5c0458fada84872e1745e4115c8e924be7511fc5a0d1c48ca9	sí	enoen_2022_1t_csv
data_raw	conjunto_de_datos_enoen_2022_2t_csv.zip	conjunto_de_datos_enoen_2022_2t_csv.zip	41272360	2026-07-30T19:37:01.962094	454154e53a5fc3d42842bac54d53b463cf898674460ff6162364f86cb6c7b287	sí	enoen_2022_2t_csv
data_raw	conjunto_de_datos_enoen_2022_3t_csv.zip	conjunto_de_datos_enoen_2022_3t_csv.zip	40289417	2026-07-30T19:37:32.318088	61d09993bd4daf894236c5618779c93ec8d77c08e38ced59aa049c6c3b1bb7ab	sí	enoen_2022_3t_csv
data_raw	conjunto_de_datos_enoen_2022_4t_csv.zip	conjunto_de_datos_enoen_2022_4t_csv.zip	40388980	2026-07-30T19:38:00.422084	e0d897b28539b79c00e2a9e32df5d7045cf5dcbeda08afde2fbae5b0c819a937	sí	enoen_2022_4t_csv
data_raw	cuest_modulo_envipe2018.pdf	cuest_modulo_envipe2018.pdf	1427717	2026-07-30T19:45:38.718033	547115b60aeaf6b52deb1bc51cd3d04bc451f7485c07466396a8f5c0c96ff5d4	sí	envipe2018_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2019.pdf	cuest_modulo_envipe2019.pdf	936504	2026-07-30T19:45:42.610033	95f78fc6f788dfe01abc34d7af7ff06446dd00e5a6c0fd62c63d0c942cf3fb42	sí	envipe2019_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2020.pdf	cuest_modulo_envipe2020.pdf	904277	2026-07-30T19:45:46.394032	c2453c14a5ae81a2fb96c4c979df334d3360595230484cf469192a8fa78545ef	sí	envipe2020_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2021.pdf	cuest_modulo_envipe2021.pdf	911976	2026-07-30T19:45:48.518032	390ef00ec15cabb9dcdf86d9fa79e108cea4ef1a2e8fdfcf4f4c409794636e0c	sí	envipe2021_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2022.pdf	cuest_modulo_envipe2022.pdf	948921	2026-07-30T19:45:54.226031	ff0d161dccc342716ee85a1b7ffa395e811ca400bbe2cfb72c005191bf8e041e	sí	envipe2022_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2023.pdf	cuest_modulo_envipe2023.pdf	947099	2026-07-30T19:46:00.894030	98d3c632cc038c4a9a1ff129efb63f6d1ac786f46e4886aaaf5aff92b4cdf5b4	sí	envipe2023_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2024.pdf	cuest_modulo_envipe2024.pdf	933605	2026-07-30T19:46:05.662030	7628127d5e9bd4424737f7a8cb60bbded28e21c2242d1f412c86367e03836e28	sí	envipe2024_cuest_modulo_pdf
data_raw	cuest_modulo_envipe2025.pdf	cuest_modulo_envipe2025.pdf	930409	2026-07-30T19:46:09.494029	21df38610b21c481382dfb05cf8061e87216d97557c665b2e6e50aacaa216d27	sí	envipe2025_cuest_modulo_pdf
data_raw	cuest_principal_envipe2018.pdf	cuest_principal_envipe2018.pdf	1601730	2026-07-30T19:45:37.746033	904549846a81dd605e60c5ec99dd42bdf2308b325ba4eb30a94bf06a9a9b3fb7	sí	envipe2018_cuest_principal_pdf
data_raw	cuest_principal_envipe2019.pdf	cuest_principal_envipe2019.pdf	1132943	2026-07-30T19:45:41.626033	12abd4afc9e3f8df87a4011671aa25c0650c84923cc5733a9df9236489239938	sí	envipe2019_cuest_principal_pdf
data_raw	cuest_principal_envipe2020.pdf	cuest_principal_envipe2020.pdf	1093270	2026-07-30T19:45:45.570032	f91885ce93df070f928f40c06b8d6a5580c82eec05b026688c6d4e5548969d1b	sí	envipe2020_cuest_principal_pdf
data_raw	cuest_principal_envipe2021.pdf	cuest_principal_envipe2021.pdf	1121593	2026-07-30T19:45:47.902032	7de26a9906a66519210c7082a737fce30ef56b5b482629e8a725e9699a256fa9	sí	envipe2021_cuest_principal_pdf
data_raw	cuest_principal_envipe2022.pdf	cuest_principal_envipe2022.pdf	1263461	2026-07-30T19:45:53.598031	5028852294be700e614ed1de57e4511ca6a1bdbb1ea8882e09421889b0bd608c	sí	envipe2022_cuest_principal_pdf
data_raw	cuest_principal_envipe2023.pdf	cuest_principal_envipe2023.pdf	1257728	2026-07-30T19:45:58.922031	976dee498f909e1c6e2d764359822749adf94cc3d909bbfa5ade509cfe863b62	sí	envipe2023_cuest_principal_pdf
data_raw	cuest_principal_envipe2024.pdf	cuest_principal_envipe2024.pdf	1308710	2026-07-30T19:46:04.898030	39a0d899fdef7fb6a5ffce617ed59754055e6cfa2250c23d73b830d41975694f	sí	envipe2024_cuest_principal_pdf
data_raw	cuest_principal_envipe2025.pdf	cuest_principal_envipe2025.pdf	1264383	2026-07-30T19:46:08.738029	a3e08bd496cefd75b17265828a4a9edade0ddbac467a4d71363488d13a8f7228	sí	envipe2025_cuest_principal_pdf
data_raw	diccionario_cuestionario_ampliado_cpv2020.xlsx	diccionario_cuestionario_ampliado_cpv2020.xlsx	95642	2026-08-03T13:35:38.966841	e728cdac1872be856ba15c2902a77fb6c03e60c2d98619b7ae8988cc82afb6dc	sí	cpv2020_diccionario_cuestionario_ampliado_xlsx
data_raw	ejemplobd_enestyc_1992_dbf.zip	ejemplobd_enestyc_1992_dbf.zip	9390	2026-08-05T18:22:00.855228	5cb644cabc2fecf0d085175a1f18f17ae79646ae72cc29e9ee3b293dfd0c088c	sí	enestyc_1992_ejemplobd_enestyc_1992_dbf
data_raw	ejemplobd_enestyc_1992_stata.zip	ejemplobd_enestyc_1992_stata.zip	7337	2026-08-05T18:22:01.303228	852ef3ee45c58f80c5a3dc30b896cea9585768efab6df3c31ee741e53ca9789f	sí	enestyc_1992_ejemplobd_enestyc_1992_stata
data_raw	ejemplobd_enestyc_1992_xlsx.zip	ejemplobd_enestyc_1992_xlsx.zip	29014	2026-08-05T18:22:01.659228	0b421bf4618402ea6f06f84d949e0401ddee796e56df304e9013884eecc8dd3e	sí	enestyc_1992_ejemplobd_enestyc_1992_xlsx
data_raw	ejemplobd_enestyc_1995_dbf.zip	ejemplobd_enestyc_1995_dbf.zip	5405	2026-08-05T18:22:01.999228	94b8a908a9ca1a7db211a216f65df1a612973917f8c98389de7a3252c62d6bf2	sí	enestyc_1995_ejemplobd_enestyc_1995_dbf
data_raw	ejemplobd_enestyc_1995_stata.zip	ejemplobd_enestyc_1995_stata.zip	4371	2026-08-05T18:22:02.319228	d2e13fc5d99fefbbfccb568c18c2d9a7cc6d981d5969ffcec036893cb357b66e	sí	enestyc_1995_ejemplobd_enestyc_1995_stata
data_raw	ejemplobd_enestyc_1995_xlsx.zip	ejemplobd_enestyc_1995_xlsx.zip	24199	2026-08-05T18:22:02.735228	66fa0e336729cfba6e3a4decdf013366c1db77c46f160982d30326a34c01ed5d	sí	enestyc_1995_ejemplobd_enestyc_1995_xlsx
data_raw	ejemplobd_enestyc_1999_dbf.zip	ejemplobd_enestyc_1999_dbf.zip	7895	2026-08-05T18:23:29.959226	8fc3ee404b7ba361367aef72a75701466235724344021f431b7b7e6375a1c57e	sí	enestyc_1999_ejemplobd_enestyc_1999_dbf
data_raw	ejemplobd_enestyc_1999_stata.zip	ejemplobd_enestyc_1999_stata.zip	6033	2026-08-05T18:23:03.455226	f19c9021c587f4f6403b71d8b0b177b270afc0e65c3065e87fbefddab39f4cea	sí	enestyc_1999_ejemplobd_enestyc_1999_stata
data_raw	ejemplobd_enestyc_1999_xlsx.zip	ejemplobd_enestyc_1999_xlsx.zip	22096	2026-08-05T18:23:03.831227	6e4f8130902dc6cd669e42cbb934dafac6704d6298641f2a35f2709340eb863d	sí	enestyc_1999_ejemplobd_enestyc_1999_xlsx
data_raw	ejemplobd_enestyc_2001_dbf.zip	ejemplobd_enestyc_2001_dbf.zip	7648	2026-08-05T18:23:04.191226	5ebafbc4b51967db3165f932c37165f78d28ab703064f7db1a63cddbdb718169	sí	enestyc_2001_ejemplobd_enestyc_2001_dbf
data_raw	ejemplobd_enestyc_2001_stata.zip	ejemplobd_enestyc_2001_stata.zip	5781	2026-08-05T18:23:04.515227	817ccfc2d48d7b55c0b0021d9d6bd94dfd36c0e27696cd63d866ff33effdedb6	sí	enestyc_2001_ejemplobd_enestyc_2001_stata
